,Lens ID,title,publication_year,abstract,tags,url,publication_type,affiliation,country_code
1729,098-977-575-930-204,Photovoltaics on Landmark Buildings with Distinctive Geometries,2020,"This review study, framed in the Work group 4 “Photovoltaic in built environment” within the COST Action PEARL PV, CA16235, aims to examine applications of integrated and applied photovoltaic technologies on ten landmark buildings characterised by distinctive geometries, highlighting the aesthetics of their architecture and quality of PV integration based on a proposed set of seven criteria. The selected building samples cover a large design diversity related to the quality of PV systems integration into building envelope that could serve as a basis for general guidelines of best architectural and technological practice. After introducing the problem and defining the research methodology, an analysis of ten landmark buildings is presented, as representative models of aesthetics of their architecture, photovoltaic integration and implementation and energy performance. The study concludes with the main characteristics of photovoltaic integration on landmark buildings. The paper is intended to support both engineers and architects in comprehending the convergent development of contemporary architecture and photovoltaic technology, as well as the need for a closer collaboration, sometimes resulting in architectural masterworks that promote the diffusion of photovoltaics to the public.",Building-integrated photovoltaics; Architecture; Engineering; Built environment; Architectural engineering; Building envelope; Landmark; PEARL (programming language); Photovoltaic system; Photovoltaics,http://dx.doi.org/10.3390/app10196696,journal article,University of Belgrade,rs
1730,121-407-869-013-839,Performance optimization of the BIPV powered electrolyser and fuel cells installation,2012,"Abstract A practical multipurpose implementation of hybrid renewable energy system completely located within the building and including building integrated photovoltaic (BIPV) solar power energy source is presented. The system uses solar photovoltaic electricity generated by the building skin to produce hydrogen for fuel-cells, which in turn, when converted to energy in fuel cells, may be used to supply additional power to the building (or fuel cell vehicles) when solar power is not sufficient, for example at night or in periods of low insolation. Electricity generated from 8.2 kWp BIPV array optimally supplies the electrolyser near the maximum power point level of the BIPV array. To further optimize hydrogen production, the electrolyser is connected to the local electrical utility, and DC power is provided to the electrolyser through a custom on-board DC power supply that supplements the BIPV array. Performance of the complete installation is optimized to provide continual production at the optimal efficiency level of hydrogen production at constant power. The results obtained from the system operation have shown excellent voltage and current regulation during operation of the electrolyser. The project shows the potential for development of similar building integrated hybrid systems elsewhere with possibilities for inclusion of additional renewable energy sources and added functionality.",Building-integrated photovoltaics; Maximum power principle; Electrical engineering; Engineering; Automotive engineering; Renewable energy; Hydrogen production; Electricity; Solar power; Energy source; Photovoltaic system,http://dx.doi.org/10.1016/j.enbuild.2012.03.044,journal article,University of Belgrade,rs
1731,021-851-316-033-018,Bethe subalgebras in Yangians and the wonderful compactification.,2019,"We study the family of Bethe subalgebras in the Yangian $Y(\mathfrak{g})$ parameterized by the corresponding adjoint Lie group $G$. We describe their classical limits as subalgebras in the algebra of polynomial functions on the formal Lie group $G_1[[t^{-1}]]$. In particular we show that, for regular values of the parameter, these subalgebras are free polynomial algebras with the same Poincare series as the Cartan subalgebra of the Yangian. Next, we extend the family of Bethe subalgebras to the De Concini--Procesi wonderful compactification $\overline{G}\supset G$ and describe the subalgebras corresponding to generic points of any stratum in $\overline{G}$ as Bethe subalgebras in the Yangian of the corresponding Levi subalgebra in $\mathfrak{g}$.",Poincaré series; Parameterized complexity; Lie group; Pure mathematics; Yangian; Compactification (mathematics); Mathematics; Polynomial (hyperelastic model); Cartan subalgebra; Subalgebra; Lie group; Maximal torus; Pure mathematics; Yangian; Compactification (mathematics); Mathematics; Lie algebra; Polynomial (hyperelastic model); Cartan subalgebra; Subalgebra,http://dx.doi.org/10.1007/s00220-019-03509-1,journal article,National Research University – Higher School of Economics,ru
1732,052-483-603-198-120,BUILDING-INTEGRATED SOLAR SYSTEMS FOR INDEPENDENT ENERGY SUPPLY OF BUILDINGS,2014,"This article proposes to apply active building-integrated solar systems for independent energy supply of buildings, their classification is presented. The classification of building-integrated photovoltaic (BIPV) technologies is carried out. The international qualified standards of BIPV systems are presented. International market and economic aspects of BIPV systems implementation are analyzed in the article. The methodology of calculation of solar radiation income on variously oriented surfaces in real cloudiness conditions is given. The software, which was developed in order to calculate solar radiation income on differently orientated inclined surfaces in real weather conditions, is described. Also paper contains calculations of solar radiation income on variously orientated surfaces and recommendations for optimal disposition of photovoltaic modules and solar thermal collectors.",Building-integrated photovoltaics; Engineering; Architectural engineering; Thermal; Energy supply; Software; Photovoltaic system; Solar energy; Photovoltaics; Solar shingle,http://dx.doi.org/10.5937/jaes12-6554,journal article,Saint Petersburg State Polytechnic University,ru
1733,060-983-187-619-918,Application of transparent dye-sensitized solar cells to building integrated photovoltaic systems,2011,"Abstract Dye-sensitized solar cell (DSSC) is one of the most promising photovoltaic systems for building integration (BIPV). DSSC can be transparent with various degrees of transparency, which makes it suitable for window application in buildings. In this study, we investigate the relationship between the transparency, the efficiency of DSSC and the overall energy efficiency of a building when DSSC is applied as window system. It is shown that while the efficiency of less transparent DSSC is generally higher due to higher short circuit current density (Jsc) from the thick electrode, it does not necessarily maximize the overall energy efficiency of a building. This is because lighting conditions of the building varies with the transparency of the window. The optimum condition should be carefully considered with the transparency of window as computationally simulated in terms of energy generation and consumption. We also find that different orientations of window in the building affect the optimum conditions of DSSC.",Building-integrated photovoltaics; Optics; Engineering; Energy conversion efficiency; Efficient energy use; Solar cell; Photovoltaic system; Dye-sensitized solar cell; Engineering physics; Short circuit; Transparency (human–computer interaction),http://dx.doi.org/10.1016/j.buildenv.2011.03.010,journal article,KAIST,ru
1734,104-359-413-381-756,Chain varieties of monoids,2018,"A variety of universal algebras is called a chain variety if its subvariety lattice is a chain. Non-group chain varieties of semigroups were completely classified by Sukhanov in 1982. Here we completely determine non-group chain varieties of monoids as algebras of tyoe (2,0).",Lattice (order); Pure mathematics; Subvariety; Mathematics; Variety (universal algebra); Chain (algebraic topology); Pure mathematics; Subvariety; Lattice (module); Mathematics,http://dx.doi.org/10.4064/dm772-2-2018,journal article,Ural Federal University,ru
1735,013-279-249-717-895,"Applying Building-integrated Photovoltaics (BIPV) in Existing Buildings, Opportunities and Constrains in Egypt☆",2017,"The fight against climate change and the continued trend of the rising prices of the fossil energy products in the international market have focused on the need to develop Renewable Energy Sources (RES) worldwide. In Egypt, enjoying more than 250 uninterrupted sunshine days, the development potentials of Solar Energy appears very obvious, despite the relatively higher cost of this energy (in kW/h) compared to other RES technologies such as wind energy. Building-Integrated Photovoltaics (BIPV) are one of the best ways to harness solar power, which is the most abundant, inexhaustible and clean of all the available energy resources. Considering the above, the aim of this paper is to present in a coherent and integrated way the major potentials and constraints affecting the development of applying solar energy to existing buildings in Egypt. The scope of the paper is to provide insight to the possible opportunities of applying solar energy in existing buildings, based on a current analysis of case studies from Egypt which introduced photovoltaic in roofs, facades, skylights and solar shades. The paper is structured along three sections. In Section 1, emphasis is given to describe an overview of the significance of applying solar energy in the Egyptian real estate market. The available methods and various issues are included along with the presentation of a list of (BIPV) applications. In Section 2, the supporting opportunities for (BIPV) applications in Egypt are analyzed through some case studies such as (Egas Building) in Cairo which has integrated 389 panel of monocrystalline on the top of the building to produce approximately 40% of the building needs with benefit of grid connection. The last section includes conclusions and a summary of the main points that have arisen in thispaper.",Building-integrated photovoltaics; Engineering; Architectural engineering; Zero-energy building; Renewable energy; Solar power; Photovoltaic system; Solar energy; Photovoltaics; Wind power,http://dx.doi.org/10.1016/j.proenv.2017.03.048,journal article,Effat University,sa
1736,145-062-580-327-298,Establishing domestic low energy consumption reference levels for Saudi Arabia and the Wider Middle Eastern Region,2017,"Saudi Arabia is renowned for its full reliance on fossil fuel energy and lack of an energy regulatory framework for its built environment. The paper focuses on the domestic sector and aims to: (a) establish levels of energy reduction, informed by leading standards (such as Passivhaus in Germany), that can be achieved taking into account the complex local socio-cultural context and environmental factors, and (b) propose a low energy reference definition with a view of encouraging energy retrofitting programs and enforcing domestic low carbon interventions. An energy simulation environment is employed to simulate and analyze energy consumption patterns of three proposed low carbon prototype houses that reflect current house typology and space layout in the country. The three proposed homes offer a reduction in energy consumption of up to 71.6%, compared with similar houses. Based on these findings, a domestic energy performance reference is proposed with energy consumption ranging between 77 kWh/m2 and 98 kWh/m2. Economic and environmental benefits are discussed as well as recommendations for enforcing low carbon design in the country and across the region",Engineering; Energy policy; Environmental economics; Consumption (economics); Built environment; Context (language use); Energy consumption; Energy conservation; Energy engineering; Environmental protection; Fossil fuel,http://dx.doi.org/10.1016/j.scs.2016.09.015,journal article,Al Baha University,sa
1737,174-851-204-503-431,Energy efficient residential house wall system,2013,"The energy consumption and greenhouse gas emission by the residential housing sector are considered to be one of the largest in economically developed countries. The larger energy consumption and greenhouse gas emission not only put additional pressure on finite fossil fuel resources but also cause global warming and climate change. Additionally, the residential housing sector will be consuming more energy as the house demand and average house floor area are progressively increasing. With currently used residential house wall systems, it is hard to reduce energy consumption for ongoing house space heating and cooling. A smart house wall envelope with optimal thermal masses and insulation materials is vital for reducing our increasing energy consumption. The major aim of this study is to investigate thermal performance and energy saving potential of a new house wall system for variable climate conditions. The thermal performance modelling was carried out using commercially developed software AccuRate®. The findings indicate that a notable energy savings can be accomplished if a smart house wall system is used.",Global warming; Engineering; Thermal mass; Climate change; Efficient energy use; Energy consumption; Smart house; Greenhouse gas; Fossil fuel; Environmental engineering,https://core.ac.uk/display/15630321,journal article,Yanbu Industrial College,sa
1738,018-369-384-033-251,Study of photovoltaic systems with differences connecting configuration topologies for applications in renewable energy systems,2019,"This paper focuses in the optimization of the efficiency of photovoltaic power conversion systems; we present a new alternative for improving both the optimization of the efficiency of photovoltaic power conversion chain. In this way, we present to the valuation problem of photovoltaic by new coupling systems between photovoltaic generators and their loads and performance of photovoltaic (PV) systems and the efficiency of the energy conversion by using different configuration of power converters. Different type’s improvements have been proposed of different architecture in order to choose the correct PV architecture for each PV installation on the efficiency improvement in all power conversion level stages between PV cells and loads. In this context, this work presents the study and adaptive simulation of photovoltaic systems with micro inverters configurations for applications of renewable energy. We performed comparative between a central and distribution connection of converter via an adaptation floor with Maximum Power Point Tracker (MPPT) control. For this reason, it is important to know different types of architecture and different configuration of power converters in order to choose the correct PV architecture for each PV installation. Simulation results are used to demonstrate the proposed topologies to provide improvement in efficiency over existing traditional PV systems.",Energy transformation; Automotive engineering; Renewable energy; Network topology; Converters; Renewable energy system; Maximum power point tracking; Computer science; Photovoltaic system; Solar micro-inverter,http://dx.doi.org/10.47238/ijeca.v4i1.83,journal article,usto,se
1739,023-537-181-603-593,Organizational Challenges in the Adoption of Building Applied Photovoltaics in the Swedish Tenant-Owner Housing Sector,2015,"Sweden has committed itself to comply with EU-directive 2009/28/EC on energy from renewable sources and 2012/27/EU on improvement in the efficiency of energy. Measures in the existing housing stock, such as installing photovoltaics (PV), provide a means of contributing to the goals above. The purpose of this paper is to study how the organization of property management and the decision-making structure in tenant-owner cooperatives (TOCs) in Sweden facilitates or hampers the adoption of large-scale residential building applied photovoltaics (BAPV) in this housing sector. Data collected through seven semi-structured interviews of executive board members in seven housing cooperatives were descriptively analyzed and the results indicate that the decision to adopt BAPV in TOCs does not follow the common frameworks of adoption of innovations. The choice by TOCs to adopt BAPV depends more on the wish to lower operating costs than on efforts to promote a sustainable environment and various principal-agency problems during the decision-making process, as well as during the implementation phase create challenges to the adoption of BAPV. There is a need to strengthen the quality and management of knowledge, as well as procurement proficiency in the TOCs in order to harness the potential for BAPV in the sector.",Environmental resource management; Environmental economics; Economics; Renewable energy; Property management; Principal–agent problem; Procurement; Efficient energy use; Housing cooperative; Photovoltaic system; Stock (geology),http://dx.doi.org/10.3390/su7043637,journal article,Royal Institute of Technology,se
1740,024-131-523-580-050,A preliminary techno-economic study of a building integrated photovoltaic (BIPV) system for a residential building cluster in Sweden by the integrated toolkit of BIM and PVSITES,2020,"This paper proposes an integrated simulation framework for both building design and energy performance analysis. Literature review shows that, although many studies exist, most of them did not full...",Building-integrated photovoltaics; Engineering; Cluster (physics); Architectural engineering; Building design; Energy performance; Techno economic; Photovoltaic system; Energy engineering,http://dx.doi.org/10.1080/17508975.2020.1765134,journal article,Uppsala University,se
1741,112-750-003-783-623,BAPV and BIPV Installation Trends in Sweden,2015,"In recent years, Sweden has seen a notable increase of solar photovoltaic (PV) installations, but with less than 50 MW installed at the end of 2013, the market is still very small. To reach a point where PV is considered in all building projects it has to be cost effective, aesthetically appealing, and reliable. Issues that are all connected to how a system is mounted. This paper aims to describe the current situation regarding the mounting of PV systems on Swedish buildings and for this, two separate studies have been conducted. The first study comprises well over 400 existing PV systems with a minimum peak power of 10 kW, and the second includes interviews and a questionnaire survey with system suppliers and owners. The results show that the most common mounting position is steep-slope roofs, mostly pantile or metal, followed by low-slope roofs. A majority of the installations on steep-slope roofs are applied on top of the roof, parallel to the slope. The most common mounting types for low-slope roofs are tilted and parallel systems secured to the roof. The share of ballast-only systems is however increasing. The most common building-integrated photovoltaic (BIPV) applications are modules used in shading devices and modules integrated in steep-slope roofs. Despite the rapid market growth, there seems to be few problems with medium sized installations, and most of the property owners are satisfied with the companies that have delivered and installed the systems.",Building-integrated photovoltaics; Engineering; Civil engineering; Architectural engineering; Photovoltaic mounting system; Roof; Market growth; Photovoltaic system,http://dx.doi.org/10.18086/eurosun.2014.18.01,conference article,Chalmers University of Technology,se
1742,023-263-936-665-747,"Bifacial, color-tunable semitransparent perovskite solar cells for building-integrated photovoltaics",2019,"Recently, semitransparent perovskite solar cells (ST-PSCs) have received overwhelming attention due to their potential applications in building-integrated photovoltaics (BIPV) and in tandem solar c...",Building-integrated photovoltaics; Perovskite (structure); Materials science; Tandem; Photovoltaics; Engineering physics,http://dx.doi.org/10.1021/acsami.9b15488,journal article,Nanyang Technological University,sg
1743,023-758-379-519-409,CIGS Photovoltaics For The Urban Tropics,2017,"Abstract A study was done to compare the energy yield performance of CIGS versus MC-Si solar panels. Our studies show that the yield of both the panels are comparable, with a difference of only 0.7% with the MC-Si a bit higher. However that is within the limits of power tolerance for the panels and is not conclusive. A sunny day output power profile shows the CIGS panels have a significant advantage during the noon hours with a lower voltage drop and higher hourly specific yield. Our cost analysis of CIGS solar panels show that they are potentially cheaper than aluminum composite panel cladding (including system) and only slightly more expensive than ceramic tiles (panels only). Our analysis of the solar insolation (PSH) on east and west facing sidewalls shows they are about half the insolation on the roof. Although this increases the payback period, one would need to subtract the original potential cost of the facade that it has replaced. The use of PV panels also effectively creates a double skin facade structure and provides additional insulation to the building. This suggests that one could install BIPV solar as an alternative to the traditional building materials such as ceramics and aluminum composite panels at comparable costs.",Building-integrated photovoltaics; Payback period; Copper indium gallium selenide solar cells; Roof; Double-skin facade; Facade; Environmental science; Photovoltaics; Noon; Engineering physics,http://dx.doi.org/10.1016/j.egypro.2017.12.754,journal article,Temasek Polytechnic,sg
1744,033-181-754-559-752,Solar Capability Building Programme for Public Housing,2013,"Abstract Expanding the use of renewable energy such as solar photovoltaics (PV) is part of the Housing and Development Board's ongoing efforts to promote sustainable development and is in line with the second thrust of HDB's Roadmap for Better Living – to develop ‘Sustainable Towns’. Recognising the unique resource constraints of Singapore, HDB has looked towards solar PV. The Solar Capability Building Programme for public housing involves a wide-scale solar PV test-bedding in both new and existing towns. This paper documents the unique challenges that HDB faced (and still faces) in its drive towards sustainability, a key feature of which is the introduction of solar PV to public housing. The main sections covered are: • HDB's main objectives of starting the Solar Capability Building Programme, • The journey since 2008 till now, • HDB's vision of turning Punggol into a zero-energy (for common services) town, • Various challenges faced and how they were overcome, • Findings from the systems installed so far, and • The future direction HDB is headed in. The focus of the paper is on how HDB is working towards achieving its aims for the Solar Capability Building Programme despite the high solar PV system cost, small number of industry players and lack of grid parity or tariffs. It is an in-depth look into the ways in which HDB has chosen to push forward for solar PV despite the odds. Other governments and companies facing the same challenges can adopt similar methods to overcome them.",Engineering; Civil engineering; Architectural engineering; Grid parity; Renewable energy; Capability building; Photovoltaic system; Public housing; Photovoltaics; Sustainable development; Sustainability,http://dx.doi.org/10.1016/j.egypro.2013.05.070,journal article,Housing and Development Board,sg
1745,043-649-735-017-53X,Photovoltaic integrated shading devices (PVSDs): A review,2018,"Abstract Building-integrated photovoltaics (BIPVs) have come to be regarded as a promising technology that reduces the life-cycle costs of building construction and generates energy simultaneously. In this regard, photovoltaic integrated shading devices (PVSDs) constitute an important part of BIPVs and play a role in generating power by transforming the unwanted radiation and in reducing cooling energy consumption. Despite the expansion of the literature in recent years (2016–2017), a comprehensive review exploring the studies on PVSD is still lacking. To fill this research gap, a systematic review of the literature on PVSD was conducted. The current body of knowledge on PVSD is summarized, including aspects such as PVSD types, PV material, orientations, tilt angles, and research approaches. Several noteworthy conclusions are drawn based on the quantitative analysis of 43 journal papers on PVSD. The majority of the studies are South Korea-based (35.9%), followed by China, Greece, and Switzerland. In addition, the focus of the literature has been on the technical approach (76.5%), office building (73.3%), and equator-facing orientation (57.1%). Only 15 types of PVSD have hitherto been studied, with the emphasis on two types: the inclined single panel and horizontal louvres between double layers. Moreover, 21 architectural cases of PVSD in practice are presented and two obstacles to PVSD development are discussed. Suggestions for future study are made, including intensifying the focus on PVSD in countries with the significant solar source, such as Singapore and Australia; diversifying the exploration of multiple PVSD types (instead of only two types); and emphasizing multi-objective optimization studies on PVSD. The review can serve as a quick reference for future research and may find utility in providing an overview of PVSD to both industry practitioners and academicians.",Architectural engineering; Body of knowledge; Cooling energy; Solar source; Building construction; Future study; Computer science; Photovoltaic system,http://dx.doi.org/10.1016/j.solener.2018.05.067,journal article,National University of Singapore,sg
1746,044-749-735-320-955,Lifetime performance of semi-transparent building-integrated photovoltaic (BIPV) glazing systems in the tropics,2014,"Abstract The use of semi-transparent BIPV as a form of on-site renewable energy generation in energy efficient sustainable buildings is increasing. Its popularity is due to its contribution towards zero-(or even plus) energy buildings. In urban cities where the buildings have limited rooftop area but large facade areas, adopting semi-transparent BIPV windows is an alternative for conventional windows. The semi-transparent BIPV windows not only solely generate electricity but also affect the buildings' electricity usage through daylighting and heat gain/loss. In tropical climates where it is hot and humid all year round, the importance of window facade elements is even more pertinent due to high cooling load from the solar heat gains. This paper examines the life cycle environmental and economic performance of commercially available semi-transparent BIPV modules for window application under the tropical conditions of Singapore. Energy simulations, previously performed, were adopted to conduct a life cycle assessment to determine the long term performance in terms of energy and carbon emissions, as well as cost considerations. The EPBT and EROEI for the modules ranged from 0.68 to 1.98 and 11.72 to 34.49 respectively. After considering government subsidies, some modules cost lower than conventional windows, while half of the remaining modules, achieved payback periods of 1.1–13.1 years. These performance indicators were used to form a decision-making tool to assist architects and building designers in the selection of BIPV modules for windows during the early design stages.",Building-integrated photovoltaics; Engineering; Daylighting; Civil engineering; Architectural engineering; Renewable energy; Efficient energy use; Life-cycle assessment; Facade; Cooling load; Photovoltaic system,http://dx.doi.org/10.1016/j.rser.2013.12.044,journal article,National University of Singapore,sg
1747,044-908-239-702-343,Analytical performance monitoring of a 142.5 kWp grid-connected rooftop BIPV system in Singapore,2012,"Abstract The first zero-energy office building in Singapore uses building integrated photovoltaics to meet its energy target. The main electricity generator is the 142.5 kWp grid-connected BIPV system on the roof of the building. This paper presents the first performance assessment of the BIPV system over 18 months of operation following the guidelines of the IEC standard 61724 for measurement, data exchange and analysis. The performance analysis shows a good overall performance ratio of 0.81. The average array yield is 3.86 h/d and – after subtracting the capture and system losses of 0.58 h/d and 0.16 h/d, respectively – the resulting final yield is 3.12 h/d averaged over all arrays. The system and array efficiencies are 11.2% and 11.8%, respectively, compared to the nameplate PV module efficiency of 13.7%. The overall inverter efficiency is 94.8%. All the results are based on irradiance measurements with calibrated pyranometers. In addition, a classification of daily irradiance is presented, dividing the days into overcast, intermediate and clear days with each high, medium and low temporal change of irradiance levels. Results show that the performance ratio is lowest for clear days with high irradiance fluctuations, due to higher capture and system losses. Despite relatively higher losses, the absolute final yields are higher for clear days. Detailed analyses with respect to the impact of shading, orientation/tilt, and PV module temperature are also presented for selected arrays.",Building-integrated photovoltaics; Engineering; Electric generator; Zero-energy building; Overcast; Pyranometer; Roof; Irradiance; Solar energy; Remote sensing,http://dx.doi.org/10.1016/j.renene.2012.03.034,journal article,National University of Singapore,sg
1748,044-927-584-861-736,High-level financial assessment of colored BIPV facades: Case study in Singapore,2019,"Building integrated photovoltaics (BIPV) on facade areas is an innovative trend for on-site clean energy generation on a large facade areas and hence also for the reduction of greenhouse gas emissions. For densely built-up environments like the city state of Singapore, optimally integrated BIPV systems into the building envelope are critical to achieve Super Low Energy (SLE), or even Zero Energy (ZE) or Plus Energy (PE) buildings. In the framework of a Sino-Singapore research project, a first real-world test-bedding of colored BIPV facades have been conducted at National University of Singapore (NUS) campus. This paper discusses the financial viability of an innovative colored BIPV technology for applications in tropical urban areas and beyond.",Building-integrated photovoltaics; Engineering; Architectural engineering; Building envelope; Colored; Facade; Clean energy; Low energy; Financial assessment; Greenhouse gas,http://dx.doi.org/10.1109/pvsc40753.2019.9198989,conference article,National University of Singapore,sg
1749,049-932-779-167-355,Building Integrated Photovoltaic Facades in Singapore: Online BIPV LCC Calculator,2018,"In highly urbanized cities, the roof-top space available for solar photovoltaics (PV) may not be sufficient to make a major contribution to the renewable energy supply of the building. Adding BIPV to the facade is one possibility, however apart from architectural considerations, it is a pre-requisite to address the techno-economic aspects of BIPV facades over the life bedding of BIPV facade at the National University Singapore cycle of the building. This paper discussed the real world test (NUS) campus. Based on the results from the technical assessment of BIPV test-bed, combined with assumptions from commercially available PV technologies and facade installation cost, an online BIPV Life Cycle Cost Calculator was developed for the assessment of the feasibility of BIPV facades and available online at the National Solar Repository of Singapore (NSR) website.",Building-integrated photovoltaics; Engineering; Architectural engineering; Efficient energy use; Calculator; Facade; Renewable energy supply; Technical assessment; Photovoltaic system; Photovoltaics,http://dx.doi.org/10.1109/pvsc.2018.8547835,conference article,National University of Singapore,sg
1750,057-351-017-736-923,An Investigation on Ventilation of Building-Integrated Photovoltaics System Using Numerical Modeling,2019,"<jats:title>Abstract</jats:title>;                <jats:p>This study numerically investigates the thermal behavior and airflow characteristics of the building-integrated photovoltaic (BIPV) facade. A three-dimensional model is developed based on the typical BIPV facade. Computational fluid dynamics (CFD) with the shear stress transport (SST) κ-omega turbulent model is used in the study. The effects of geometric configurations on the BIPV cell temperature in steady state are evaluated including the sizes of the bottom and top openings and the depth of the back air cavity (or so-called cavity depth). When the sizes of the inlet and outlet openings are the same, the effects on the decrease of cell temperature are limited. By enlarging the bottom (inlet) opening, the impact of ventilation in the cavity behind is more significant and the cell temperature decreases. Cavity depth is also a vital factor affecting BIPV cell temperature. The paper identifies the optimal cavity depth of approximately 100–125 mm. Flow disturbance and a vortex may be observed at the bottom and top of the air cavity, respectively, as the cavity depth increases which negatively affects the ventilation causing these flow disturbances to increase the cell temperature. Thermal effects of environmental conditions are compared with regard to two selected BIPV configurations. The wind velocity and the attack angle also have an obvious impact on cell temperature. Ambient temperature and solar irradiance exhibit a linear relationship with BIPV cell temperature as expected.</jats:p>",Building-integrated photovoltaics; Aerospace engineering; Ventilation (architecture); Numerical modeling; Environmental science; Photovoltaics,http://dx.doi.org/10.1115/1.4044623,journal article,National University of Singapore,sg
1751,061-733-204-596-67X,A design-driven approach to integrate high-performance photovoltaics devices on the building facade,2019,"To promote sustainable development, the Singapore government has set an aggressive target for PV deployment. However, as a highly urbanized city-state, Singapore has limited land space. Hence, innovative PV deployment is one area where Singapore is actively exploring. In urban environment, Singapore has a lot of vertical building surfaces; building-integrated PV (BIPV) is one of the good options to further increase PV adoption. Using a design-driven approach, this paper explores a different way of integrating PV modules on the building fa?ade, considering the aesthetic as well as the building performance of PV modules.",Software deployment; Building-integrated photovoltaics; Government; Architectural engineering; Space (commercial competition); Facade; Urban environment; Computer science; Photovoltaics; Sustainable development,http://dx.doi.org/10.1088/1755-1315/294/1/012030,journal article,National University of Singapore,sg
1752,065-019-573-322-348,The balance between aesthetics and performance in building‐integrated photovoltaics in the tropics,2013,"This paper aims at investigating if the balance between aesthetics and performance in building-integrated photovoltaic (BIPV) systems is possible to be achieved in the tropics. To accomplish this objective, three BIPV systems located in Singapore with photovoltaic (PV) systems playing an aesthetically appealing role in their architecture were analysed in detail for a one-year period. The systems were analysed regarding the available solar irradiation, the shading profiles and the resulting yield and performance ratio (PR) in order to compare the performance of different subsystems with variable architectural characteristics and string configurations. All systems are partially shaded in the early morning or late afternoon, a common situation inherent to BIPV systems. Results show that even with a theoretical non-optimal combination of azimuthal deviations and tilt angles, some PV systems show better performances in terms of yield and performance ratio than those which are installed at more ideal conditions. The high ratio of diffuse irradiation in Singapore; the distance of shading obstacles and times when shading occurs; and the subsystem and string configurations strongly influence the systems performance results. With the declining costs of PV systems, BIPV can offer attractive solutions with high integration appeal, architectural sophistication and the promotion of sustainable energy supply. In the tropics, roof-top BIPV systems can perform with relatively small losses and be aesthetically appealing when compared with optimally tilted and oriented PV generators.",Aesthetics; Building-integrated photovoltaics; Architecture; String (computer science); Shading; Variable (computer science); Balance (metaphysics); Computer science; Photovoltaic system; Tropics,http://dx.doi.org/10.1002/pip.2430,journal article,National University of Singapore,sg
1753,074-068-680-857-118,Optimization and evaluation of naturally ventilated BIPV facade design,2018,"Abstract To improve the photovoltaic (PV) power generation, the temperature control measures and optimization of BIPV systems are critical, particularly in tropical weather. There are two categories of cooling mechanisms, i.e. passive and active cooling. In the present study, a simplified numerical model is set up to evaluate the effect of passive cooling of BIPV facades with various configurations, including the PV periphery openings (i.e. area ratio), behind air cavity depth, wind velocity and attack angle (0 to 90 degrees) on the cell temperature of BIPV module. A parametric study is performed. Three-dimensional computational fluid dynamics (CFD) simulation is applied to predict the cell temperatures under various BIPV facade configurations and environmental conditions. The results of the CFD model show that in the case where the areas of the top and bottom openings are equal, there is limited air ventilation at the behind air cavity. However, the BIPV surface temperature has a significant drop when the inlet opening at the bottom is enlarged, compared with that of the same area of inlet and outlet. Changing the wind attack angle from 0o to 60o has limited effect on the BIPV cell temperature, which results in a variation of less than 5 oC. However, a dramatic temperature drop of around 15oC is observed when the attack angle is larger than 60o. The influence of air cavity depth is studied with the fixed top and bottom opening size ratio. By varying the air cavity depth from 30 to 200 mm, a lower PV cell temperature can be achieved.",Building-integrated photovoltaics; Drop (liquid); Active cooling; Wind speed; Computational fluid dynamics; Environmental science; Photovoltaic system; Temperature control; Mechanics; Passive cooling,http://dx.doi.org/10.1016/j.egypro.2018.09.003,journal article,National University of Singapore,sg
1754,084-421-278-830-192,Singapore Modules - Optimised PV Modules for the Tropics,2012,"Abstract The sunbelt regions of the globe on either side of the equator represent a vast potential for the generation of photovoltaic (PV) electricity. However, PV modules deployed in tropical regions face a different set of environmental conditions than PV modules deployed in temperate regions where the majority of today's PV markets exist. The tropical climate poses several unique challenges for PV modules. High year-round humidity is the greatest threat to PV module durability, while high ambient temperatures and highly diffuse light conditions can negatively affect PV module output power. Given this situation, SERIS is undertaking a research project to develop “Singapore modules” which are specifically tailored to perform better and last longer in tropical climates. This paper presents an overview of the scope of the project, as well as first key findings and results. The first phase of the project involved a detailed study of the state of the art in today's PV module technologies. Ten different module technologies were chosen for evaluation, representing today's most commonly used PV technologies. These commercial modules were subjected to standard accelerated aging tests, as well as tightened accelerated aging tests to identify strengths and weaknesses of the various technologies. Outdoor performance monitoring of each module type is also on-going. The results obtained during the first phase of the project are being used to guide the development of Singapore modules. First prototype Singapore modules have been fabricated, and a 10 kWp testbedding system has been installed in Singapore.",Engineering; Architectural engineering; Electricity; Scope (project management); Performance monitoring; Photovoltaic system; Tropics,http://dx.doi.org/10.1016/j.egypro.2012.02.047,journal article,National University of Singapore,sg
