Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Scognamiglio, A",,,,"Scognamiglio, Alessandra",,,A Trans-Disciplinary Vocabulary for Assessing the Visual Performance of BIPV,SUSTAINABILITY,,,,,,,,,,,,"It is widely acknowledged that the visual dimension of photovoltaics (PV) is fundamental for social acceptance. In this sense, the so-called Building Integrated Photovoltaics (BIPV) is a possible catalyzer, as PV is hidden (integrated) into building envelope morphologies that are familiar to the public. It is crucial to be able to design and assess a BIPV system so that its visual performance is optimal. Many studies exist in this regard, but still they do not deliver a clear theoretical organization of the concepts used for defining the visual performance of BIPV. This paper elaborates a trans-disciplinary systemic formalization of BIPV and proposes a vocabulary focusing on the formal perception of BIPV as a part of the building's envelope system. The proposed vocabulary is based on a set of 11 visual keywords; as the proposed method unifies the formal and the cognitive information contents. It will facilitate the dialogue among different stakeholders (e.g., architects, clients, modules manufacturers, and public authorities) and, in general, the visual performance assessment of BIPV. In consequence, it allows for objective comparison and thus informed decision-making.",,,,,,,,,,,,,,,,,,2071-1050,,,,MAY,2021,13,10,,,,,,,5500,10.3390/su13105500,,,,,,,WOS:000662553700001,,,,,,
B,"Hammond, GP; Harajli, HA; Jones, CI; Winnett, AB",,,IEEE,"Hammond, Geoffrey P.; Harajli, Hassan A.; Jones, Craig I.; Winnett, Adrian B.",,,Integrated Appraisal of a Building Integrated Photovoltaic (BIPV) System,"2009 INTERNATIONAL CONFERENCE ON SUSTAINABLE POWER GENERATION AND SUPPLY, VOLS 1-4",,,,,International Conference on Sustainable Power Generation and Supply,"APR 06-07, 2009","Nanjing, PEOPLES R CHINA",,,,,"Energy analysis, environmental life cycle assessment (LCA) and economic analysis have been utilised to study the performance of a domestic building integrated photovoltaic (BIPV) system on a 'whole systems basis. The energy analysis determined that the system paid back its embodied energy in just 4.5 years. Environmental LCA revealed that over the lifetime of the BIPV system the impacts from production were offset by the electricity generated (the avoided impacts) to provide a net environmental benefit. The financial analysis considered the householder's perspective, in contrast to the cost-benefit analysis, which considered a societal perspective. The results of both indicated that under current market conditions the system failed to pay back its initial investment over the 25 year lifetime. However it was predicted that with sustained market growth BIPV could become economically viable by the year 2019. If realised BIPV would offer an attractive option to assist the UK's anticipated (mandatory) zero carbon homes by the year 2016.",,,,,,,,,,,,,,,,,,,978-1-4244-4934-7,,,,2009,,,,,,,1166,+,,,,,,,,,WOS:000279924100219,,,,,,
J,"Stamenic, L; Smiley, E; Karim, K",,,,"Stamenic, L; Smiley, E; Karim, K",,,Low light conditions modelling for building integrated photovoltaic (BIPV) systems,SOLAR ENERGY,,,,,,,,,,,,"The low irradiance efficiency of photovoltaic modules is important to the optimization of BIPV systems. When photovoltaic modules are integrated into a building, architectural design considerations compete with maximizing photovoltaic energy production. As a result, BIPV arrays are often not facing south and are frequently mounted vertically. Under these conditions, a greater portion of the total sunlight striking the array is diffuse or at high angles of incidence. In northern latitudes a significant amount of the total yearly energy is produced at low light levels. A grid-connected array of BIPV modules integrated into the BCIT Technology Centre building in Burnaby, B.C. was used for assessing the accuracy of an energy performance model developed for BIPV systems. The BIPV system uses AC modules and a computerized data acquisition system for monitoring the performance of modules and inverters. The performance model was developed from analysis of the open circuit voltage, maximum power point voltage and maximum power point current of the individual modules comprising the BIPV array. The algorithm for calculating power output of the photovoltaic array is derived from the ideal diode equation using the single diode model of a photovoltaic cell. An empirically derived parameter modifies the equation. Once the parameters for different module technologies are established, it is possible to compare their annual performance in a BIPV system, (C) 2004 Elsevier Ltd. All rights reserved.",,,,"Stamenic, Ljubisav/A-4821-2018","Stamenic, Ljubisav/0000-0001-7571-6335",,,,,,,,,,,,0038-092X,,,,,,2004,77,1,,,,,37,45,,10.1016/j.solener.2004.03.016,,,,,,,WOS:000223016400004,,,,,,
J,"Konttinen, P; Carlsson, T; Lund, P; Lehtinen, T",,,,"Konttinen, Petri; Carlsson, Thomas; Lund, Peter; Lehtinen, Teijo",,,Estimating thermal stress in BIPV modules,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,,,,,,,,,,,,"The thermal stress on building-integrated photovoltaic modules (BIPV) in Espoo, Finland, was studied with field-testing of amorphous silicon modules. Based on these results, the thermal stress at two other European locations (Paris and Lisbon) was estimated. The estimation procedure entailed thermal modelling of heat transfer in the facade with meteorological data as input. The results indicate that the thermal stress on BIPV modules in Lisbon is, in this case, approximately 50% higher that in Espoo and between 80 and 200% higher than in Paris, depending on the activation energy of the degradation process. The difference in stress between a BIPV module and a free-standing module in Espoo was 50-200%. Copyright (c) 2006 John Wiley & Sons, Ltd.",,,,"Lund, Peter D/E-7563-2012","Lund, Peter D/0000-0002-4819-3847",,,,,,,,,,,,0363-907X,1099-114X,,,,DEC,2006,30,15,,,,,1264,1277,,10.1002/er.1217,,,,,,,WOS:000242707100003,,,,,,
S,"van Sark, W; van Leeuwen, J; Bontekoe, E; Louwen, A; Weiss, I; Arancon, S; Tabakovic, M; Fechner, H; Georghiou, G; Makrides, G; Hadjipanayi, M; Loucaidou, E; Ioannidou, M",,,IEEE,"van Sark, Wilfried; van Leeuwen, Joost; Bontekoe, Eelke; Louwen, Atse; Weiss, Ingrid; Arancon, Sofia; Tabakovic, Momir; Fechner, Hubert; Georghiou, George; Makrides, George; Hadjipanayi, Maria; Loucaidou, Eliza; Ioannidou, Monica",,,BIPV courseware for higher education and professionals,"2018 IEEE 7TH WORLD CONFERENCE ON PHOTOVOLTAIC ENERGY CONVERSION (WCPEC) (A JOINT CONFERENCE OF 45TH IEEE PVSC, 28TH PVSEC & 34TH EU PVSEC)",World Conference on Photovoltaic Energy Conversion WCPEC,,,,7th IEEE World Conference on Photovoltaic Energy Conversion (WCPEC) / A Joint Conference of 45th IEEE PVSC / 28th PVSEC / 34th EU PVSEC,"JUN 10-15, 2018","Waikoloa, HI",IEEE,,,,"It is generally expected that in the future, photovoltaics will be able to contribute substantially to the mainstream power production, and that through their widespread commercialization, Building Integrated Photovoltaics (BIPV) systems will become the backbone of the zero energy building (ZEB) European target for 2020 [1]. An outlook on the BIPV market estimated the worldwide installed BIPV capacity during 2016 to nearly 2 GW, confirming the growing trend, increasing by 12.6% compared to 2015, when 1.78 GW were installed [2]. But the integration of BIPV is still going slow, which is unfortunate considering its potential. Despite technical promise, there is a notable disparity between the progress made in terms of the technology and the knowledge and skills of the professionals (architects, engineers, designers, planners) who are ultimately responsible for the integration of BIPV systems. This paper presents the results of the Dem4BIPV project, which has been designed to develop master-level courseware on BIPV for various European academic institutes. The structure of the lectures, the ideas behind practical assignments and on potential exam-questions will be presented. Furthermore, a conceptual framework of the curriculum's content will he presented. The goal of the project is to develop a similar to 40 ECTS master-curriculum focusing on BIPV.",,,,"van Sark, Wilfried G.J.H.M./C-5009-2009","van Sark, Wilfried G.J.H.M./0000-0002-4738-1088; Louwen, Atse/0000-0003-0595-8720",,,,,,,,,,,,2159-2330,2159-2349,978-1-5386-8529-7,,,,2018,,,,,,,2476,2479,,,,,,,,,WOS:000469200402116,,,,,,
S,"Tabakovic, M; Fechner, H; van Leeuwen, J; Bontekoe, E; van Sark, W; Louwen, A; Arancon, S; Weiss, I; Georghiou, G; Makrides, G; Hadjipanayi, M; Loucaidou, E; Ioannidou, M",,"Uskov, VL; Howlett, RJ; Jain, LC",,"Tabakovic, Momir; Fechner, Hubert; van Leeuwen, Joost; Bontekoe, Eelke; van Sark, Wilfried; Louwen, Atse; Arancon, Sofia; Weiss, Ingrid; Georghiou, George; Makrides, George; Hadjipanayi, Maria; Loucaidou, Eliza; Ioannidou, Monica",,,Development and Implementation of BIPV Courseware for Higher Education and Professionals,SMART EDUCATION AND E-LEARNING 2019,Smart Innovation Systems and Technologies,,,,6th KES Annual International Conference on Smart Education and e-Learning (KES SEEL) / 2nd KES International Symposium on Smart Transportation Systems (KES-STS),"JUN 17-19, 2019","St. Julian's, MALTA",KES,,,,"It is generally expected that in the future, photovoltaics will be able to contribute substantially to the mainstream power production, and that through their widespread commercialization, Building-Integrated Photovoltaics (BIPV) systems will become the backbone of the zero-energy building (ZEB) European target for 2020. An outlook on the BIPV market estimated the world wide installed BIPV capacity during 2016 to nearly 2 GW, confirming the growing trend, increasing by 12.6% compared to 2015, when 1.78 GW were installed [1]. This paper presents the results of the Dem4BIPV project (http://www.dem4bipv.eu/), which has been designed to develop innovative master-level courseware for various European academic institutes focusing on Building-Integrated Photovoltaics (BIPV) in order to bridge the existing knowledge gaps in education of the target audiences (students and professionals in the building sector) as well as to create awareness on the subject. A project survey among BIPV stakeholders showed that lack of education is one of the barriers to BIPV deployment helping at the same time to identify teaching goals and subsequently courses addressing the needs of each target audience related to BIPV. Finally, a full 40 ECTS curriculum on BIPV was developed and is briefly presented in this paper.",,,,"van Sark, Wilfried G.J.H.M./C-5009-2009","van Sark, Wilfried G.J.H.M./0000-0002-4738-1088",,,,,,,,,,,,2190-3018,2190-3026,978-981-13-8260-4; 978-981-13-8259-8,,,,2019,144,,,,,,209,217,,10.1007/978-981-13-8260-4_20,,,,,,,WOS:000656437000020,,,,,,
J,"He, Y; Schnabel, MA",,,,"He, Yi; Schnabel, Marc Aurel",,,An approach for daylight calculation of a building integrated photovoltaic (BIPV) Facade,ARCHITECTURAL SCIENCE REVIEW,,,,,,,,,,,,"Contemporary use of Building Integrated Photovoltaics (BIPV) facades is increasing rapidly. However, A BIPV facade can impact natural lighting because of opaque solar cells in the panels. This paper explicates an approach for daylight calculation in an indoor environment with the BIPV facade system installed. A brief review of daylight calculation is given to reveal the drawbacks of previous methods that are not suitable for our situation, which includes a BIPV facade and requires manual calculation. The detailed calculation, including the mathematical formulas used at each stage, is explained. First, the position of the sun is calculated. Second, we calculate the daylight availability. Our third calculation is of sun and sky illuminance on the ground and vertical facade. This is followed by the calculation of reflected light. As a result, indoor illuminance can be calculated. In the section of results and discussion, theoretical simulations are accomplished with parametric tools. In the comparison, results from the simulation and the calculation are matched, especially in the case of the overcast sky. By these means our approach can be proved effective. In summary, our research provides an accurate and quick approach of daylight calculation, with due consideration given to practical factors in various aspects.",,,,"Schnabel, Marc Aurel/O-3283-2013","Schnabel, Marc Aurel/0000-0002-2923-1609",,,,,,,,,,,,0003-8628,1758-9622,,,,,2018,61,4,,,,,226,233,,10.1080/00038628.2018.1470964,,,,,,,WOS:000443921400005,,,,,,
J,"Bonomo, P; Frontini, F; De Berardinis, P; Donsante, I",,,,"Bonomo, P.; Frontini, F.; De Berardinis, P.; Donsante, I.",,,BIPV: building envelope solutions in a multi-criteria approach. A method for assessing life-cycle costs in the early design phase,ADVANCES IN BUILDING ENERGY RESEARCH,,,,,,,,,,,,"The increasing demand for nearly zero energy buildings is rapidly contributing to changing the design criteria in architecture and concept of the building envelope. Today, photovoltaics (PV) is one of the most reliable technologies for integration in the built environment, and building-integrated photovoltaics (BIPV) is introducing a different notion of 'energy integrability' into practice. The difficulty of undertaking, from the first design stages, a really integrative approach towards energy (PV and building requirements) is today still one of the strongest barriers to the rise of the BIPV market. Likewise, the same uncertainty affects the economic aspects, objects of this paper, since BIPV systems are often evaluated similar to conventional installations. The typical consequence is to neglect their added value such as the multifunctionality of the system and therefore showing limited advantages of BIPV. Scope of this paper, starting from a multicriteria approach, is to outline a new methodology for evaluating the cost-effectiveness of BIPV for the building skin. This method, based on a life-cycle costing approach and on the assessment of the whole building envelope solution, is expected to support architects during the early design phase in the research of the optimal design of BIPV, synergistically taking into account both PV and building quality. A comparison with conventional building elements and different PV technologies is also presented in order to strengthen the impact of the proposed methodology.",,,,"Haas, Charles N/G-8830-2011","Haas, Charles N/0000-0002-9255-9930",,,,,,,,,,,,1751-2549,1756-2201,,,,,2017,11,1,,,,,104,129,,10.1080/17512549.2016.1161544,,,,,,,WOS:000399057600007,,,,,,
B,"Gui, N; Qiu, ZF; Gui, WH; Deconinck, G",,,IEEE,"Gui, Ning; Qiu, Zhifeng; Gui, Weihua; Deconinck, Geert",,,An Integrated Design Platform for BIPV System Considering Building Information,2017 IEEE CONFERENCE ON ENERGY INTERNET AND ENERGY SYSTEM INTEGRATION (EI2),,,,,IEEE Conference on Energy Internet and Energy System Integration (EI2),"NOV 26-28, 2017","Beijing, PEOPLES R CHINA","IEEE, IEEE Power & Energy Soc, Tsinghua Univ, SEE, Energy Internet Res Inst, Beijing Assoc Sci & Technol, Tsinghua Berkeley Shenzhen Inst",,,,"In the current practice, in order to meet the design concerns from multiple disciplines Building Integrated Photovoltaic (BIPV) design normally involves multiple but isolated design processes. Each process needs to maintain a fraction set of, sometimes inconsistent models of, the whole BIPV. As a result of the isolation, the seamless integration, one of the prime goals of BIPV software design, becomes very difficult to be achieved. This paper presents a software platform regarding BIPV design and analysis by expanding Building Information Modelling (BIM) with the domain-specific models regarding photovoltaic systems, The resulting software platform, i. e. Extended Building Information Model, allows BIPV, in the planning phase, to be designed with the support of an uniform model and avoids the needs to maintain the different models across the different design stages of BIPV. The designed platform provides the analysis modules when integrating photovoltaic system into building construction: shadow and radiation analysis and electrical power analysis. A practical case application is employed to testify this platform",,,,"Deconinck, Geert/H-9508-2014","Deconinck, Geert/0000-0002-2225-3987",,,,,,,,,,,,,,978-1-5386-1427-3,,,,2017,,,,,,,,,,,,,,,,,WOS:000427701302109,,,,,,
J,"Lee, HM; Kim, SC; Lee, CS; Yoon, JH",,,,"Lee, Hyo-Mun; Kim, Seung-Chul; Lee, Chul-Sung; Yoon, Jong-Ho",,,Power Performance Loss Factor Analysis of the a-Si BIPV Window System Based on the Measured Data of the BIPV Test Facility,APPLIED SCIENCES-BASEL,,,,,,,,,,,,"The application of a building-integrated photovoltaic (BIPV) module to an elevation means that the factors causing performance losses in a BIPV are relatively high compared to a photovoltaic (PV) that is installed at the optimal angle. Therefore, it is essential to evaluate the performance loss factors of BIPV and to examine the characteristics of each performance loss factor. Measured data were used to analyze the performance and loss factors (module temperature, dust and soiling, power conditioning system (PCS) standby mode, direct current-alternating current (DC-AC) conversion loss). A performance ratio of International Electrotechnical Commission (IEC) 61724 was used to power the generation performance analysis. The impact analysis of each loss factor is analyzed by using difference of the power generation, the module efficiency, irradiation, and the performance ratio according to the existence of a loss factor. The performance ratio analysis result of this BIPV system shows a range of 66.8-69.5%. The range of performance loss due to each loss factor was as follows; module temperature: 2.2-6.0%, dust and soiling: 2.2-23.1%, PCS standby loss: 4.9-15.7%, DC-AC conversion loss: 4.1-8.0%. Because the effects of the loss factors are different depending on the installation conditions, the performance loss of the system should be minimized by taking this into consideration in the design stage in the BIPV.",,,,,"Yoon, Jongho/0000-0001-8813-5310",,,,,,,,,,,,2076-3417,,,,,SEP,2018,8,9,,,,,,,1645,10.3390/app8091645,,,,,,,WOS:000445760200234,,,,,,
J,"Freitas, JD; Cronemberger, J; Soares, RM; Amorim, CND",,,,"Freitas, Jader de Sousa; Cronemberger, Joara; Soares, Rai Mariano; David Amorim, Claudia Naves",,,Modeling and assessing BIPV envelopes using parametric Rhinoceros plugins Grasshopper and Ladybug,RENEWABLE ENERGY,,,,,,,,,,,,"Dissemination of building integrated photovoltaic (BIPV) systems shall benefit from the education of professional architects and students, currently used to Building Information Modeling (BIM) environment, which includes design tools that may allow integrating solar energy generation in the building's early design phases. This paper presents a feasibility study using Rhinoceros CAD software and plugins Grasshopper and Ladybug to assess BIPV envelopes intended to retrofit 7 institutional office buildings in Brasilia, Brazil. The method considers measured data of end-use energy consumption (yearly average 155.31 kWh/m(2)), building morphology and central urban environment characterization. Results for retrofitting facades and roofs with BIPV solutions for existing institutional office buildings are presented, both from an energetic and an architectural point of view. The evaluation of the results singles out aspects to be improved in the development of future design tools and highlights the importance of the integration between CAD 3D modeling software and the simulation tools for BIPV systems. (C) 2020 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,0960-1481,,,,,NOV,2020,160,,,,,,1468,1479,,10.1016/j.renene.2020.05.137,,,,,,,WOS:000573216900011,,,,,,
B,"Chen, WJ; Hu, JH; Song, H",,"Bletzinger, KU; Kroplin, B; Onate, E",,"Chen, W. J.; Hu, J. H.; Song, H.",,,NOVEL BIPV/T ETFE CUSHION,TEXTILE COMPOSITES AND INFLATABLE STRUCTURES VI,,,,,4th International Conference on Textile Composites and Inflatable Structures - Structural Membranes,"OCT 09-11, 2013","Munich, GERMANY",,,,,"This paper presents a novel BIPV/T ETFE cushion with the potential for solar energy utilization. An experimental mockup mainly composed of a three-layer ETFE cushion and two amorphous silicon photovoltaic panels (PVs) was designed and constructed. Then, series experiments were carried out in the past two years. In this paper, experimental results of two typical tests under the cold winter and hot summer conditions were selected to evaluate the feasibility of this proposed cushion in terms of net electricity and temperature. The net electricity was more than 37.3 Wh, suggesting that this cushion could be a power independent system. Meanwhile, the temperature difference between inside and outside of the cushion was more than 19.2., showing an attractive potential in collecting thermal energy even in winter. Additionally, the temperature distribution and pressure of this cushion were also obtained. This study has revealed the technical feasibility of the cushion integrated photovoltaic/thermal system. It provides a novel BIPV/T ETFE cushion.",,,,,,,,,,,,,,,,,,,978-84-941686-0-4,,,,2013,,,,,,,363,374,,,,,,,,,WOS:000345271200034,,,,,,
B,"Kumar, NM; Sudhakar, K; Samykano, M; Jayaseelan, V",,,IEEE,"Kumar, Nallapaneni Manoj; Sudhakar, K.; Samykano, M.; Jayaseelan, V.",,,BIPV Market Growth: SWOT Analysis and Favorable Factors,2018 4TH INTERNATIONAL CONFERENCE ON ELECTRICAL ENERGY SYSTEMS (ICEES),,,,,4th International Conference on Electrical Energy Systems (ICEES),"FEB 07-09, 2018","SSN Coll Engn, Dept Elect & Electron Engneering, Chennai, INDIA","IEEE Madras Sect, IEEE Power Electron Soc, Dept Elect & Electron Engn, SSN","SSN Coll Engn, Dept Elect & Electron Engneering",,,"Building integrated photovoltaics is an advanced and newly emerged technology in the photovoltaic industry focusing on the application of power generation as well as the building infrastructure. In recent years PV systems have seen huge market potentials, and these are depended on various factors. Like PV systems, the market growth for BIPV is also influenced by various factors. In this paper, an analysis is carried out on such factors that leads to the BIPV market expansions. Primarily, SWOT (Strength, Weakness, Opportunity, and Threat) analysis of BIPV is analyzed in general way. Secondly, all the favorable factors were grouped and classified under six categories. These factors include the Energy, Sustainable Built Environment, Architecture & Design, Material & Civil Structure, Economic Gains, and Safety & Security. Finally, these factors were clearly discussed, and conclusions were made which would help in the BIPV growth.",,,,"Sudhakar, K/M-6232-2015; Kumar, Nallapaneni Manoj/R-8605-2018; veerasundaram, jayaseelan/AAK-3401-2020","Sudhakar, K/0000-0002-4867-2362; Kumar, Nallapaneni Manoj/0000-0002-7382-7784; veerasundaram, jayaseelan/0000-0002-5754-8216",,,,,,,,,,,,,,978-1-5386-3695-4,,,,2018,,,,,,,412,415,,,,,,,,,WOS:000455392700073,,,,,,
J,"Roy, A; Ghosh, A; Bhandari, S; Sundaram, S; Mallick, TK",,,,"Roy, Anurag; Ghosh, Aritra; Bhandari, Shubhranshu; Sundaram, Senthilarasu; Mallick, Tapas K.",,,Perovskite Solar Cells for BIPV Application: A Review,BUILDINGS,,,,,,,,,,,,"The rapid efficiency enhancement of perovskite solar cells (PSCs) make it a promising photovoltaic (PV) research, which has now drawn attention from industries and government organizations to invest for further development of PSC technology. PSC technology continuously develops into new and improved results. However, stability, toxicity, cost, material production and fabrication become the significant factors, which limits the expansion of PSCs. PSCs integration into a building in the form of building-integrated photovoltaic (BIPV) is one of the most holistic approaches to exploit it as a next-generation PV technology. Integration of high efficiency and semi-transparent PSC in BIPV is still not a well-established area. The purpose of this review is to get an overview of the relative scope of PSCs integration in the BIPV sector. This review demonstrates the benevolence of PSCs by stimulating energy conversion and its perspective and gradual evolution in terms of photovoltaic applications to address the challenge of increasing energy demand and their environmental impacts for BIPV adaptation. Understanding the critical impact regarding the materials and devices established portfolio for PSC integration BIPV are also discussed. In addition to highlighting the apparent advantages of using PSCs in terms of their demand, perspective and the limitations, challenges, new strategies of modification and relative scopes are also addressed in this review.",,,,"Ghosh, Aritra/AAU-8339-2020; Mallick, Tapas/ABE-6357-2020; ROY, ANURAG/H-4438-2015","Ghosh, Aritra/0000-0001-9409-7592; ROY, ANURAG/0000-0002-2097-9442; Mallick, Tapas/0000-0002-6456-9955; Sundaram, Senthilarasu/0000-0003-0742-903X",,,,,,,,,,,,,2075-5309,,,,JUL,2020,10,7,,,,,,,129,10.3390/buildings10070129,,,,,,,WOS:000557135800001,,,,,,
J,"Pagliaro, M; Ciriminna, R; Palmisano, G",,,,"Pagliaro, Mario; Ciriminna, Rosaria; Palmisano, Giovanni",,,BIPV: merging the photovoltaic with the construction industry,PROGRESS IN PHOTOVOLTAICS,,,,,,,,,,,,"BIPV (Building Integrated Photovoltaics) is a multifunctional technology that unifies the photovoltaic module with the overall building outer surface providing the building with several new functions while producing a portion or total building electricity usage. Increasing the aesthetic, functional and environmental value of a building at a much lower cost than in the recent past, new PV technologies will soon originate a market growth as intense as the growth of traditional PV market has been in the last 5 years. Copyright (C) 2009 John Wiley & Sons, Ltd.",,,,"Pagliaro, Mario/B-3524-2013; Ciriminna, Rosaria/C-1037-2013","Pagliaro, Mario/0000-0002-5096-329X; Ciriminna, Rosaria/0000-0001-6596-1572; Palmisano, Giovanni/0000-0001-9838-6252",,,,,,,,,,,,1062-7995,,,,,JAN,2010,18,1,,,,,61,72,,10.1002/pip.920,,,,,,,WOS:000274127600008,,,,,,
J,"Alrashidi, H; Ghosh, A; Issa, W; Sellami, N; Mallick, TK; Sundaram, S",,,,"Alrashidi, Hameed; Ghosh, Aritra; Issa, Walid; Sellami, Nazmi; Mallick, Tapas. K.; Sundaram, Senthilarasu",,,Thermal performance of semitransparent CdTe BIPV window at temperate climate,SOLAR ENERGY,,,,,,,,,,,,"Semi-transparent photovoltaic (PV) technology is attractive for building-integrated photovoltaics (BIPV) due to its ability to lower the admitted solar heat gain, to control the penetrating daylight and to generate onsite benevolent direct current power. In this work, semi-transparent cadmium telluride (CdTe) based BIPV as window was experimentally characterized using outdoor test cell in temperate UK climate. Spectral measurement confirmed its 25% visible transmission and 12% solar transmission. Thermal transmission and solar heat gain coefficient were calculated from measured thermal data. Overall heat transfer coefficient (U-value) of 2.7 W/m(2) K was found for outdoor and indoor characterization of CdTe BIPV window. A comparison with single glazed window has been produced emphasis its feasibility for Facade buildings.",,,,"Sundaram, Senthilarasu/AAN-1030-2020; Mallick, Tapas/ABE-6357-2020; Ghosh, Aritra/AAU-8339-2020; Issa, Walid/ABH-5879-2020","Ghosh, Aritra/0000-0001-9409-7592; Issa, Walid/0000-0001-9450-5197",,,,,,,,,,,,0038-092X,,,,,JAN 1,2020,195,,,,,,536,543,,10.1016/j.solener.2019.11.084,,,,,,,WOS:000509632000050,,,,,,
J,"Bonomo, P; Chatzipanagi, A; Frontini, F",,,,"Bonomo, Pierluigi; Chatzipanagi, Anatoli; Frontini, Francesco",,,Overview and analysis of current BIPV products: new criteria for supporting the technological transfer in the building sector,VITRUVIO-INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY,,,,,,,,,,,,"The growing demand for nearly-Zero Energy Buildings is rapidly contributing to change the building skin from being a passive barrier towards a sensitive and active interface. Building Integrated Photovoltaics (BIPV) is a unique solution for delivering clean, safe, affordable and decentralized electricity to people transforming the building surfaces in active solar collectors. Despite photovoltaic (PV) technology and their basic usage are today known to everybody, the particular requirements for building integration have brought to the surface some issues over the years so that BIPV is still a niche market. Starting from this observation, the paper presents the results of an investigation on the current market of BIPV products for roofs and facade. The analysis aimed to identify the relevant possibilities the products today offer and the level of information that the producers make available within the technical description of BIPV systems. After disclosing the actual lack of information in comparison to conventional building products, the authors propose to implement a new building-based approach that could support the BIPV market by including a more comprehensive description of the product's quality (today mainly comprising electrical and basic physical features). Such a building-technology perspective, also considering the recent normative framework in BIPV field, is expected to encourage the technological transfer of PV in the building sector by facilitating the daily work of architects, installers and the whole value chain.",,,,,,,,,,,,,,,,,2444-9091,,,,,DEC,2015,,1,,,,,67,85,,10.4995/vitruvio-ijats.2015.4476,,,,,,,WOS:000457896700007,,,,,,
