Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
VIB5QNZ6,journalArticle,2018,"Slooff, L. H.; van Roosmalen, J. a. M.; Okel, L. a. G.; Minderhoud, T.; Gijzen, G.; Polinder, L. C.; Goethals, F.",Dutch solar design BIPV: optimizing power output and aesthetic performance in architectural design,"International Conference for Photovoltaic Research, EUPVSEC, 24-28 September 2018, Brussels, Belgium",,,,https://repository.tno.nl/islandora/object/uuid%3A037e2f72-d320-4452-ac58-88ac7c17a37c,"The energy transition and more precisely, the contribution of photovoltaics (PV) in that transition, asks for better integration of PV in buildings, infrastructure and landscapes. To realize this, a variation in shape, size and color of PV products is needed. In this paper a technology will be shown that allows variation of all these features. The effect of design variables on the performance is presented as well as stability studies with respect to power output and color. The results show that the performance and visual appearance can be optimized, resulting in a good visual appearance without compromising the power output too much. The outdoor tests show no degradation in color or power output. When subjected to concentrated sunlight, the primary ink colors show limited change, hardly perceivable in a full color print after 25 years. It shows that this technology is able to add the desired variations in shape, size and color to PV modules.",2018,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,Dutch solar design BIPV,,,,,,,en,,,,,repository.tno.nl,,,,/Users/jmccarty/Zotero/storage/65X26XV6/uuid037e2f72-d320-4452-ac58-88ac7c17a37c.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3H5SW4GJ,book,2018,"Mårtensson, Benny; Karlsson, Tobias",Cooling integrated solar panels using Phase Changing Materials,,,,,http://urn.kb.se/resolve?urn=urn:nbn:se:bth-16780,DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.,2018,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,,,,,,,,eng,,,,,www.diva-portal.org,,,,/Users/jmccarty/Zotero/storage/CDYPVG6U/Mårtensson and Karlsson - 2018 - Cooling integrated solar panels using Phase Changi.pdf; /Users/jmccarty/Zotero/storage/I73A46ZY/record.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7VD3FJUB,book,2018,"Philippe, Macé; Larsson, David; Benson, Jessica; Stridh, Bengt","Inventory on Existing Business Models, Opportunities and Issues for BIPV : IEA PVPS Task 15 Subtask B – Transition towards sound BIPV business models",,,,,http://urn.kb.se/resolve?urn=urn:nbn:se:mdh:diva-41557,DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.,2018,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,"Inventory on Existing Business Models, Opportunities and Issues for BIPV",,,,,,,eng,,,,,www.diva-portal.org,,,,"/Users/jmccarty/Zotero/storage/G5PLJNNQ/Philippe et al. - 2018 - Inventory on Existing Business Models, Opportuniti.pdf; /Users/jmccarty/Zotero/storage/SCNUQPR8/record.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGRACJNG,conferencePaper,2018,"Bonomo, Pierluigi; Saretta, Erika; Frontini, Francesco",Towards the implementation of a BIM-based approach in BIPV sector,,,,,https://abs.green/it/home/,"Nowadays, the stakeholders of the building process are expected to be involved in the Building Information Modelling (BIM) domain in order to support the digitalization of the construction industry. Considering that the building envelope is today one of the most complex parts of a sustainable building, the “BIM-ization” of its construction process could potentially foster the challenge of a more sustainable built environment. This is particularly relevant for multifunctional systems producing energy such as “solar skins”. Typically, today the building process is highly fragmented so that the information flow is not linear, many information is lost, are missing or need to be re-entered with additional rework and request for information. An integrated and collaborative digital process would reduce efforts, time, repetitive work, risk of mistakes, information losses, etc., transforming an almost “manual” and fragmented work into an interoperable workflow along the value chain. BIM creates efficiency and users will get several benefits. Digitalization of solar building envelopes, since it is a multidisciplinary field, requires dedicated specifications on information modelling/management, process workflows, interoperability aspects and BIM levels to adopt. The paper will present an insight on the adoption of a BIM-based approach to ensure the reduction of process inefficiencies and unforeseen clashes for the implementation of BIPV building skins. Along with a review of the existing framework concerning the definition of a reference process for the PV value-chain, it will focus on the discussion of BIM requirements for solar building envelope systems and in a first definition of the information categories for the main Levels of Development (LOD) of BIPV components. After presenting also a practical example of digitalization for a BIPV customized module, both in terms of geometrical and information modelling, the paper will finally provide basic inputs concerning approaches to support real workflows for higher BIM maturity levels in BIPV sector. The advantages of adopting a digital process and the interoperability levels will be also discussed, in order to provide inputs for the main stakeholders in improving the process efficiency and controlling costs.",2018-10,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,780-798,,,,,,,,,,,,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/BXW9NEWN/10358.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONFERENCE ON ADVANCED BUILDING SKINS 2018,,,,,,,,,,,,,,,
9IZURRM5,conferencePaper,2019,"Zhao, Hongying; Yang, Rebecca; Moore, Trivess; Liu, Chengyang",Value Comparison of Distributed Solar Energy Applications in Commercial Buildings Across China,Sustainability in Energy and Buildings 2018,978-3-030-04293-6,,10.1007/978-3-030-04293-6_29,,"Building sector consumes a significant amount of energy, especially in China. Building photovoltaic (PV) system is considered as a promising solution to improving building energy performance. To increase the uptake of both building-attached PV (BAPV) and building-integrated PV (BIPV) systems in China, it is crucial to build investor confidence in the industry. Given the diverse geographic features and policy conditions in China, 12 typical cities were selected for study. Five different types of PV building applications were investigated, covering the most popular applications in China. The lifecycle economic performance of each case was then analyzed based on local geographic conditions and policies. The results show that Shanghai is currently China’s most suitable city to implement PV systems, while the implementations in Chongqing, Chengdu, Urumqi and Guangzhou are less economically viable. BIPV which replaces curtain-wall roof is found to be the most attractive PV application in commercial buildings in China. This study assists industry practitioners to improve their understanding of the value of PV building projects across China.",2019,20.07.21 15:59,20.07.21 15:59,,287-300,,,,,,,"Smart Innovation, Systems and Technologies",,,,Springer International Publishing,Cham,en,,,,,Springer Link,,,,,,,China; Building-attached photovoltaics (BAPV); Building-integrated photovoltaics (BIPV); Case study; Lifecycle assessment,"Kaparaju, Prasad; Howlett, Robert J.; Littlewood, John; Ekanyake, Chandima; Vlacic, Ljubo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3DZUVTV,webpage,,,Study of a BIPV adaptive system combining timber and photovoltaic technologies,,,,,https://re.public.polimi.it/handle/11311/1069631,,,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,,,,,,,,,,,,,,,,,/Users/jmccarty/Zotero/storage/9DIVTIE7/1069631.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T65CG8EL,conferencePaper,2018,"Saretta, Erika; Bonomo, Pierluigi; Frontini, Francesco",BIPV Meets Customizable Glass: A Dialogue between Energy Efficiency and Aesthetics,,,,,https://repository.supsi.ch/10274/,"The realization of Building-Integrated Photovoltaics (BIPV) facades with black and blue conventional modules has represented a first step of innovation in the process of PV transfer in sustainable buildings. Nowadays, architects are looking for additional BIPV products to design active facades with novel architectural languages. For this reason, BIPV manufacturers started to customize BIPV modules in order to meet architects and clients’ requirements. However, changing traditional front solar glass to obtain coloured PV, can influence the final module power output. Even though there are already investigations about the reduction of PV energy output due to the front glass aesthetical treatments, there are not yet clear correlations between alternative design options (glass treatments and colours) and their operative conditions as façade elements. This paper is firstly aimed at providing a systematic investigation about novel mono-chromatic BIPV products in order to identify the influence of some main design options on the electro-thermal performances of modules. Specifically, this analysis is performed by evaluating, in collaboration with a Swiss industrial partner, a range of customized mono-chromatic BIPV prototypes by means of indoor measurements and outdoor tests. Furthermore, these results have been used to preliminarily assess the electro-thermal behaviour of multi-chromatic BIPV configurations both at STC and outdoor conditions. As a result, it arises that the operative condition should be carefully considered to qualify the behaviour of multi-chromatic BIPV modules with novel aesthetical designs in order to provide reliable data about the real electro-thermal behaviour.",2018-09,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,1472-1477,,,,,,BIPV Meets Customizable Glass,,,,,,Brusselles,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/SXMCHV6X/10274.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35th European Photovoltaic Solar Energy Conference and Exhibition,,,,,,,,,,,,,,,
CDDUSFPA,conferencePaper,2018,"Ravyts, Simon; Dalla Vecchia, Mauricio; Zwysen, Jeroen; van den Broeck, Giel; Driesen, Johan",Comparison Between an Interleaved Boost Converter Using Si MOSFETs Versus GaN HEMTs,"PCIM Europe 2018; International Exhibition and Conference for Power Electronics, Intelligent Motion, Renewable Energy and Energy Management",,,,,"This paper presents an experimental comparison between two prototypes of an interleaved Boost converter for applications in Building Integrated Photo- Voltaic (BIPV) systems. The first prototype is designed with Si MOSFETs and operates at a switching frequency of 100 kHz. The second version, using GaN HEMTs, is targeted to work at 200 kHz or higher. General design equations are given such that the passive components can be sized and an estimation of the efficiency can be made. It is shown that an optimal switching frequency can be found and that this optimum is mainly dependent on the choice of the switch and the inductor. Experimental results present the conversion efficiency, switching transients and thermal performance of the developed prototypes.",2018-06,20.07.21 15:59,20.07.21 15:59,,01.Aug,,,,,,,,,,,,,,,,,,IEEE Xplore,,,,/Users/jmccarty/Zotero/storage/A7MBKPIJ/8402909.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCIM Europe 2018; International Exhibition and Conference for Power Electronics, Intelligent Motion, Renewable Energy and Energy Management",,,,,,,,,,,,,,,
25K5C33N,journalArticle,2019,"Premith Satish, Premith",Plug &amp;amp; Play Facades: Sustainable Facade Refurbishment of Existing Tall Buildings in UAE using Plug &amp;amp; Play approach,,,,,https://repository.tudelft.nl/islandora/object/uuid%3Ae1a8102f-e321-49cb-8e94-41f5bbf80b6c,"The thesis aims to offer a review of a modern conceptual facade focusing on one more possible solution to sustainable facade refurbishment for existing tall buildings. There are thousands of highrise buildings in the world and almost all of them over time will require some degree of refurbishment. The premise of this thesis is based on the rising ecological concern of human-made climate change, and the role building industry has in its effects. The thesis only focuses on a smaller part of the whole sector, namely “curtain wall facades”. But, data suggests that the demand of curtain wall systems is rising when they age or the buildings which already have deteriorated curtain walls for over 30 years will require some degree of intervention to improve the facade quality and the performance of the building using the facade. Alternatively, the increase in maintenance costs and utility costs will render the building undesirable and hence cause premature demolition of the facade or the building itself. Although this thesis only focuses on a specific region, the postulation of this research applies to any location based on region-specific analysis and design solution. The solution will mostly concentrate on feasibility aspects of design for disassembly and integrated functionality (BIPV) into one system, namely Plug &amp;amp; Play facades.",2019,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,Plug &amp;amp; Play Facades,,,,,,,en,,,,,repository.tudelft.nl,,,,/Users/jmccarty/Zotero/storage/EPFZSFHC/Premith Satish - 2019 - Plug &amp;amp; Play Facades Sustainable Facade Re.pdf; /Users/jmccarty/Zotero/storage/HQNNQWJV/uuide1a8102f-e321-49cb-8e94-41f5bbf80b6c.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFHP8DVF,conferencePaper,2019,"Bonomo, Pierluigi; Parolini, Fabio; Saretta, Erika; Frontini, Francesco; Caccivio, Mauro; Bellenda, Giovanni; Vega de Seoane, Josè Maria; Valencia, Daniel; Machado, Maider; Boddaert, Simon",PERFORMANCE ASSESSMENT OF BIPV SYSTEMS: FROM CURRENT NORMATIVE FRAMEWORK TO NEXT DEVELOPMENTS,,,,,https://repository.supsi.ch/11333/,"The growing demand for the use of photovoltaic (PV) systems integrated in buildings, having the need to be versatile, to provide design and multifunctional features more evolved than the only energy production, is imposing a profound change in the sector of Building Integrated Photovoltaics (BIPV), with major challenges to be addressed in the coming years. Supported by an increasing technological development, by digitization and process innovation, such systems will progressively be implemented in the construction market allowing the achievement of the nZEB policies. BIPV products are evolving from the basic architectural integration towards multifunctional products, aggregating essential PV requirements with additional requirements from the building skin such as thermal insulation, solar control, fire safety, water tightness, etc. However, to effectively enter the building market, the BIPV products will necessarily have to respect the goal of cost-effectiveness as well as the compliance with adequate quality, safety and reliability levels. In this context, the H2020 project ""BIPVBOOST"" is focused on obtaining a reduction in costs along the entire value chain by pursuing product and process innovation, thus supporting the BIPV implementation in a wider mass market of the built environment. In addition to a technological development, it is essential to solve the interconnection between PV product standards, construction industry standards and specific rules for the installation and use in buildings. The EN 50583-1:2016 and EN 50583-2:2016 made a first step in this direction by defining the properties and the applicable regulatory framework for PV systems modules used as construction products. Nevertheless, the current regulatory framework collects norms created for standard PV or, on the other hand, for “non-active” building elements, so that a significant progress regarding BIPV qualification is still needed, and it represents a current barrier for the market access. It arises the need to identify new “multi-disciplinary” reference requirements, to improve the definition of the performance levels and to develop new test methodologies better suited to the use of PV in the building skin. Therefore, these issues will be addressed within the project by identifying the gaps in the current standards and by implementing a performance-based approach for the qualification of BIPV products. The paper, summarizing the first investigations of the project, will provide an overview on the current normative framework, reporting the main missing gaps and a roadmap to define new reference procedures for BIPV products qualification, setting the basic ground for next developments in the coming years.",2019,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,PERFORMANCE ASSESSMENT OF BIPV SYSTEMS,,,,,,Marseille,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/IB2UYIZD/11333.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUPVSEC 2019,,,,,,,,,,,,,,,
X6NPLEEN,journalArticle,2019,"Bonomo, Pierluigi; Frontini, Francesco",Establishing a cost-effective BIPV sector in Europe,PV Magazine,,,,https://repository.supsi.ch/11338/,"Why hasn’t more building-integrated PV (BIPV) been installed throughout the world? The simplest answer is that a PV module does not architecture make. The nature of the building process – its methods and logic – are key factors affecting technological transfer, as seen in the steel and concrete industries, which have been the basis of modern architecture for the past century. In many cases, standardization would go against the case-by-case approach to design and the interdisciplinary nature of the field. Solar architecture therefore involves a synergic concept of constructive and functional correctness, while always engaging an “aesthetic intentionality.” So how can the market segment continue to drive down costs?",2019-09,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,,,,,,,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/JCP9KHNA/11338.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDQRB339,journalArticle,,"Valckenborg, R.M.E.; Aken, B.B. van",Outdoor performance quantification and understanding of various PV technologies using the IEC 61853 matrix,,,,,http://resolver.tudelft.nl/uuid:07d2af0e-f2b0-46ff-9202-fd64bf746140,"The principle PV module product rating instrument is the DC power at Standard Test Conditions (STC). For a full year energy prediction, additional performance parameters (e.g. NOCT) have been introduced but have left room for improvement. The newly IEC 61853 norm defines a Pmpp-matrix with 7 settings of GPOA and 4 settings of Tmod, which enables an accurate yield calculation for a specific climate. In our contribution, this GPOA-Tmod-matrix is used for understanding and comparing various PV technologies. In total five visualization and statistical tools have been demonstrated. i) The Pmpp-matrix in colorplot can reveal potential performance issues during specific moments of the year. ii) The significance of each bin to the full year yield is visualized with colormaps of the number of datapoints, irradiation and specific yield. iii) Adding statistics per bin enables cleaning the measurement data from outliers that are common in 24/7 outdoor field data (like shading, power cuts, etc..). iv) Increasing the bin sizing of both the GPOA- and the Tmod-axis improves the visibility of small performance trends. v) Plotting other module parameters (like VOC, Vmpp, ISC, Impp, FF, AOI, IAM) in the same matrix representation is of great help to give a physical explanation to the observed performance phenomena. Finally, the PR-matrix is presented with an additional filter showing only bins that contribute more than a threshold value (e.g. 0.5%) to the total yield. All these visualizations and tooling was applied on the BIPV round-robin module of Task15E. The PR-matrix shows a remarkable (too) low PR for the lowest row of irradiance bins with GPOA=100 W/m2. With the aid of the AOI-matrix this has been attributed to shallow angles of sunlight that are most prominent in these bins. More use cases are presented in which various PV-technologies have been compared side by side. A c-Si and a CIGS-module in a BIPV-façade in the Netherlands have about the same full year DC PR. However, the PR-matrix, showed two distinct effects. On another rack mount setup, the comparison of the PR-matrix of an in-house developed IBC (mini-) module and an n-PERT module also showed very distinct effects in the PR-matrix, whereas the full-year-round PR of both technologies are very competitive and hides all the interesting phenomena.",,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,,,,,,,,en,,,,,www.narcis.nl,,,,,,,BIPV; Façade; Bifacial; CIGS; Energy / Geological Survey Netherlands; Energy Efficiency; Energy Performance; Energy Rating; PV Module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT63ALWU,conferencePaper,2019,"Gonçalves, Juliana Emanuella; van Hooff, T.; Saelens, Dirk; Building Physics",Investigating the thermal behaviour and degradation rate of BIPV modules: Case study of a high-rise office building under different climatic conditions,36th European Photovoltaic Solar Energy Conference and Exhibition (EU PVSEC2019),978-3-936338-60-7,,10.4229/eupvsec20192019-6do.8.1,https://research.tue.nl/nl/publications/35fa748e-c812-4093-8f23-ab2156fbfe31,"The building sector is considered a promising niche for photovoltaic (PV) deployment in general and in particular for the concept of building integrated PV (BIPV). An interesting BIPV application is in high-rise office buildings as facade elements, enabling the exploitation of large surface areas for energy generation in the built environment. This paper investigates the behavior of BIPV modules when integrated in high-rise buildings. The focus is on thermal aspects, including the annual temperature distribution and the equivalent temperature, the latter representing the cumulative effects of thermal degradation. The openIDEAS environment and a validated BIPV model are used to simulate the building thermal conditions and to obtain the BIPV (cell) temperature and power output. Five different locations with diverse climatic conditions are considered: Riyadh (Saudi Arabia), Seville (Spain), Naples (FL, USA), Cape Town (South Africa), and Munich (Germany). The results have shown that both temperature distribution and equivalent temperature vary significantly among the locations, with Riyadh and Seville having the highest temperature while Munich and Cape Town the lowest. Furthermore, little difference was observed between equator-oriented and west/east orientations of the BIPV modules for all locations. Finally, wind effects seem to have an important impact on both equivalent temperature as well as energy yield. Download paper as .pdf",09.09.19,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,Investigating the thermal behaviour and degradation rate of BIPV modules,,,,,,,en,,,,,www.narcis.nl,,,,,,,SDG 7 - Affordable and Clean Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRC2BCGE,journalArticle,2019,"Emami Razavi, Seyed Mohammad; Jahangir, Mohammad Hossein; Mousavi, Soroush",A Review Study About Photovoltaic Systems and the Energy Payback Time Calculation for Selected Modules,Journal of Renewable Energy and Environment,,2423-5547,10.30501/jree.2019.100263,http://www.jree.ir/article_100263.html,"The renewable energy can be utilized to satisfy the energy demand. Moreover, the solar energy as the most abundant energy resource among renewable energies plays a crucial role to provide the energy demand. The BIPV (building integrated photovoltaics) systems can be considered to supply the required energy demand from renewable sources. The essential advantage of BIPV systems is that they can be utilized as building component such as roof, window, shading systems and building façade and they can generate electricity simultaneously. Even though the photovoltaic technologies have been improved within past few years, however the utilization of the BIPV systems will be considered expensive. For this reason, the payback period calculation is considered a vital parameter in evaluating the BIPV systems. In this study, the overall energy consumption for producing one m2 of a mono-crystalline photovoltaic module is calculated 1334 kWh. Additionally, the photovoltaic module data for three companies were investigated and the annual energy productions for one m2 of each company’s product were obtained. The results showed that the average energy payback time for 270 and 280 watt modules are 5.565 and 5.254 respectively. Moreover, the energy payback time for 290, 325 and 340 watt modules were calculated 4.903, 5.437 and 4.965 respectively.",01.07.19,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,38-49,,3,6,,,,,,,,,,,,,,,www.jree.ir,,Publisher: Materials and Energy Research Center (MERC) Iranian Association of Chemical Engineers (IAChE),,/Users/jmccarty/Zotero/storage/HEHLW6DS/Emami Razavi et al. - 2019 - A Review Study About Photovoltaic Systems and the .pdf; /Users/jmccarty/Zotero/storage/N7844LRZ/article_100263.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M82APCUX,report,2019,"Bonomo, Pierluigi; Corti, Paolo; Frontini, Francesco",Collection of building typologies and identification of possibilities with optimal market share,,,,,http://www.bipvboost.eu,"This document reports on the definition, features, challenges and potentials linked to main archetypal BIPV scenarios, which result to have a high potential for the implementation in the European building stock. By taking into account the point of view and the support of three types of stakeholders (the architect, the product/system manufacturer and the construction company), the review and the analysis of the partners’ large international portfolio, provided a census of best practices asthe basis to define the archetypal building typologies, technological systems and building skin claddings. The BIPV “archetypes” and “clusters” analyses, have considered the component, the building skin and the building technological and typological levels, by permitting to set a multi-level and complete study in construction terms. Beyond the current literature, the integration of the architectural specifications allows to benefit of a more solid basis to provide barriers, challenges and key-topics. This guarantee to understand the BIPV market exploitability. Once defined such an archetypal scenario, specific topics affecting the success or failure of BIPV in the market have been analysed in order to recognize the main potentials (or gains) and challenges (or risks) for future technologies and market developments. Key-topics to boost BIPV implementation emerged with regard to technology and technical standards, cost effectiveness, process management and general acceptance issues. Thanks to the collected output, an outlook on the main aspects defining the market attractiveness and its evolving opportunities in the horizon 2020 to 2030 is provided, as a concrete reference framework for the general sector and for the following project stages, namely the product developments in WP3/WP4 and the demo cases in WP8 of BIPVBOOST project.",2019-05,20.07.21 15:59,20.07.21 15:59,20.07.21 15:59,,,,,,,,,,,,EU H2020 Project,,en,,Report,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/U2JSN8N3/Bonomo et al. - 2019 - Collection of building typologies and identificati.pdf; /Users/jmccarty/Zotero/storage/KDDG3HVF/11592.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M4497HT,thesis,2019,"Chialastri, Andrea","Testing, Optimization and Design of a BIPV/T Solar Air Collector",,,,,https://ui.adsabs.harvard.edu/abs/2019PhDT........56C,"Integrated building elements, which combine their structural, control and architectural functions with that of energy generation, are expected to become increasingly important in the future scenario of energy efficient buildings, and they could significantly contribute to the thermal behavior of the building envelope in order to provide energy savings. A prototype of a building-integrated photovoltaic thermal (BIPV/T) solar air collector was built, consisting of a double-glazed airflow window wall with photovoltaic (PV) louvers embedded in it. The collector is intended to either be used as a modular window wall unit that would form a ventilated double-skin facade, or as an independent airflow window, and it provides combined heat and power generation, while still allowing light transmission, shading control and thermal insulation as a conventional window.In this work, the prototype's thermal and electrical performance have been tested, and the experimental data served to develop and validate a thermo-fluid dynamic model in COMSOL Multiphysics. This served as a first reference model and starting point to build more expanded 2D models, as well as to develop 3D models of some portions of the window, which were used for optimization and design by editing the prototype’s features, such as geometrical layout, material properties and operational parameters. CFD simulations were used to enhance PV cooling and thermal insulation, in order to optimize both the thermal and electrical efficiency. The optimization of the glazing system, frame heat losses minimization and several strategies for PV-to-air heat transfer enhancement are discussed. These included parametric analysis of the effects of airflow rate and glass spacing on PV temperature and thermal generation, the use of extended surfaces and a new layer structure of the PV absorbers. The field measurements on existing prototype determined a maximum temperature rise of 31 °C and average thermal and electrical efficiency of 31% and 7%, respectively. The optimization showed that significant increases in air temperature rise and thermal efficiency by up to 70% and 60%, respectively, as well as up to 25% decrease in PV temperature can be achieved. Lastly, the design of new prototypes in SolidWorks, which were developed based on the simulation results, are presented.",01.01.19,20.07.21 16:00,20.07.21 16:00,20.07.21 16:00,,,,,,,,,,,,,,,,,,,NASA ADS,,Publication Title: Ph.D. Thesis,,,,,Energy; Electrical engineering; Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5QQHC4XW,report,2019,"Bonomo, Pierluigi; Parolini, Fabio; Frontini, Francesco; Caccivio, Mauro; Bellenda, Giovanni; Vega de Seoane, Josè Maria; Valencia, Daniel; Boddaert, Simon","Standardization, performance risks and identification of related gaps for a performance-based qualification in BIPV",,,,,http://www.bipvboost.eu,"The growing demand for the use of photovoltaic (PV) systems integrated in buildings, having the need to be versatile, to provide design and multifunctional features beyond the bare energy production, is triggering a profound change in the sector of Building Integrated Photovoltaics (BIPV), with major challenges to be addressed in the coming years. Supported by the increasing technological development, by digitization and process innovation, such systems will progressively have to be implemented in the ordinary construction market allowing the achievement of the demanding energy policies for nZEB buildings. These BIPV products are evolving from the only function of architectural integration, intended as an aesthetical element capable of producing energy, towards multifunctional products that can aggregate many features required for the building skin such as thermal and acoustic insulation, solar control, safety in case of fire, etc. However, to effectively enter the building market, the BIPV products will necessarily have to respect the goal of cost-effectiveness on the entire production chain as well as the compliance with adequate quality, safety and reliability requirements. In addition to a technological development, it is essential to obtain a specific interconnection between product standards, industry standards and specific rules for the type of installation and use in buildings. The EN 50583-1:2016 and EN 50583-2:2016 standards made a first step in this direction by defining the properties and the applicable regulatory framework for photovoltaic modules used as construction products. Nevertheless, the current regulatory framework collects norms created for standard PV or, on the other hand, for “non-active” building products, without proposing new testing procedures specifically adapted to BIPV. Consequently, significant progress regarding BIPV systems qualification is still needed, which represents a current barrier for a mass market deployment. From the current regulatory framework, very often not sufficient for addressing a proper BIPV performance assessment and validation, it arises the need to identify new “multi-disciplinary” reference requirements, performance levels and new test methodologies better suited to the use of PV in building skin. Therefore, a possible path for addressing these issues will be addressed within WP5 of the project by identifying the gaps in the current standards related to BIPV and by developing a new performance-based approach for the qualification of BIPV products. This deliverable will provide an overview on the current normative framework, including the definition of some relevant missing gaps in relation to reference requirements and a roadmap to define new reference procedures for BIPV products qualification, as the basic ground for next developments in the coming years.",2019-09,20.07.21 16:00,20.07.21 16:00,20.07.21 16:00,,,,,,,,,,,,EU H2020 Project,,en,,Report,,,repository.supsi.ch,,,,"/Users/jmccarty/Zotero/storage/G3NRD8U2/Bonomo et al. - 2019 - Standardization, performance risks and identificat.pdf; /Users/jmccarty/Zotero/storage/PTNTY46P/11685.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IYZIZAD7,conferencePaper,2019,"Stauch, Alexander; Vuichard, Pascal",The Beginning of a Beautiful Relationship? Community Solar as a Business Model for Building-Integrated Photovoltaics,,,,,https://www.alexandria.unisg.ch/258009/,"A currently pertinent research challenge is to find ways to keep the growth rate of solar power at a high level. The adoption of new technologies, such as building-integrated photovoltaics (BIPV), but also new and innovative business models such as community solar, have both been identified as relevant drivers. However, the adoption of BIPV is still encountering numerous barriers that hinder its more widespread deployment within the solar PV market. The goal of this research effort was to assess whether community solar as a successful business model for the adoption of conventional solar PV could be equally promising in relation to the further adoption of BIPV. For this purpose, we conducted an experimental survey (n=413) to compare customers’ willingness to buy a community solar offer exclusively associated with BIPV to a community solar offer solely designed with conventional rooftop solar PV. Our results revealed no significant difference between willingness to buy based on our experimental treatment (BIPV vs. conventional PV), indicating that community solar can be a successful distribution channel for the further adoption of BIPV. As findings about specific business models for BIPV are rare, our research creates an important foundation upon which policy makers and project developers can build.",2019-09,20.07.21 16:00,20.07.21 16:00,20.07.21 16:00,,,,,,,The Beginning of a Beautiful Relationship?,,,,,,Marseille,en,,,,,www.alexandria.unisg.ch,,,,/Users/jmccarty/Zotero/storage/SZMWZ38E/Stauch and Vuichard - 2019 - The Beginning of a Beautiful Relationship Communi.pdf; /Users/jmccarty/Zotero/storage/XHRDEMK7/258009.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU PVSEC 2019,,,,,,,,,,,,,,,
